price,area,bedrooms,bathrooms,stories,mainroad,guestroom,basement,hotwaterheating,airconditioning,parking,prefarea,furnishingstatus,price_per_sqft,total_rooms
2450000,3240,2,1,1,0,1,0,0,0,1,0,0,756.1728395061729,3
2450000,3000,2,1,1,1,0,0,0,0,1,0,0,816.6666666666666,3
2450000,3500,2,1,1,1,1,0,0,0,0,0,0,700.0,3
2450000,4840,2,1,2,1,0,0,0,0,0,0,0,506.198347107438,3
2450000,7700,2,1,1,1,0,0,0,0,0,0,0,318.1818181818182,3
2408000,3635,2,1,1,0,0,0,0,0,0,0,0,662.4484181568088,3
2380000,2475,3,1,2,1,0,0,0,0,0,0,2,961.6161616161617,4
2380000,3264,2,1,1,1,0,0,0,0,0,0,0,729.1666666666666,3
2345000,3640,2,1,1,1,0,0,0,0,0,0,0,644.2307692307693,3
2310000,3180,2,1,1,1,0,0,0,0,0,0,0,726.4150943396227,3
2275000,1836,2,1,1,0,0,1,0,0,0,0,1,1239.1067538126363,3
2275000,3970,1,1,1,0,0,0,0,0,0,0,0,573.0478589420655,2
2275000,3970,3,1,2,1,0,1,0,0,0,0,0,573.0478589420655,4
2240000,1950,3,1,1,0,0,0,1,0,0,0,0,1148.7179487179487,4
2233000,5300,3,1,1,0,0,0,0,1,0,1,0,421.3207547169811,4
2135000,3000,2,1,1,0,0,0,0,0,0,0,0,711.6666666666666,3
2100000,2400,3,1,2,1,0,0,0,0,0,0,0,875.0,4
2100000,3000,4,1,2,1,0,0,0,0,0,0,0,700.0,5
2100000,3360,2,1,1,1,0,0,0,0,1,0,0,625.0,3
1890000,1700,3,1,2,1,0,0,0,0,0,0,0,1111.764705882353,4
1890000,3649,2,1,1,1,0,0,0,0,0,0,0,517.9501233214579,3
1855000,2990,2,1,1,0,0,0,0,0,1,0,0,620.4013377926422,3
1820000,3000,2,1,1,1,0,1,0,0,2,0,0,606.6666666666666,3
1767150,2400,3,1,1,0,0,0,0,0,0,0,1,736.3125,4
1750000,3620,2,1,1,1,0,0,0,0,0,0,0,483.42541436464086,3
1750000,2910,3,1,1,0,0,0,0,0,0,0,2,601.3745704467354,4
1750000,3850,3,1,2,1,0,0,0,0,0,0,0,454.54545454545456,4
